county,year,race,sex,total
Edgecombe,2034,asian,female,121
Forsyth,2034,asian,female,8706
Franklin,2034,asian,female,438
Gaston,2034,asian,female,2622
Gates,2034,asian,female,4
Graham,2034,asian,female,36
Granville,2034,asian,female,360
Greene,2034,asian,female,178
Guilford,2034,asian,female,21528
Halifax,2034,asian,female,369
Harnett,2034,asian,female,1685
Haywood,2034,asian,female,377
Henderson,2034,asian,female,1463
Hertford,2034,asian,female,114
Hoke,2034,asian,female,882
Hyde,2034,asian,female,2
Iredell,2034,asian,female,3255
Jackson,2034,asian,female,427
Johnston,2034,asian,female,1774
Jones,2034,asian,female,31
Lee,2034,asian,female,725
Lenoir,2034,asian,female,372
Lincoln,2034,asian,female,614
Macon,2034,asian,female,304
Madison,2034,asian,female,149
Martin,2034,asian,female,81
McDowell,2034,asian,female,204
Mecklenburg,2034,asian,female,46553
Mitchell,2034,asian,female,90
Montgomery,2034,asian,female,168
Moore,2034,asian,female,1414
Nash,2034,asian,female,766
New Hanover,2034,asian,female,3401
Northampton,2034,asian,female,41
Onslow,2034,asian,female,3743
Orange,2034,asian,female,10662
Pamlico,2034,asian,female,40
Pasquotank,2034,asian,female,484
Pender,2034,asian,female,416
Perquimans,2034,asian,female,74
Person,2034,asian,female,164
Pitt,2034,asian,female,2751
Polk,2034,asian,female,105
Randolph,2034,asian,female,1671
Richmond,2034,asian,female,438
Robeson,2034,asian,female,1020
Rockingham,2034,asian,female,606
Rowan,2034,asian,female,1268
Rutherford,2034,asian,female,352
Sampson,2034,asian,female,338
Scotland,2034,asian,female,260
Stanly,2034,asian,female,922
Stokes,2034,asian,female,106
Surry,2034,asian,female,293
Swain,2034,asian,female,97
Transylvania,2034,asian,female,137
Tyrrell,2034,asian,female,71
Union,2034,asian,female,6634
Vance,2034,asian,female,136
Wake,2034,asian,female,59630
Warren,2034,asian,female,68
Washington,2034,asian,female,14
Watauga,2034,asian,female,614
Wayne,2034,asian,female,1775
Wilkes,2034,asian,female,385
Wilson,2034,asian,female,700
Yadkin,2034,asian,female,120
Yancey,2034,asian,female,112
Alamance,2034,black,female,21176
Alexander,2034,black,female,838
Alleghany,2034,black,female,73
Anson,2034,black,female,5094
Ashe,2034,black,female,107
Avery,2034,black,female,116
Beaufort,2034,black,female,4792
Bertie,2034,black,female,6101
Bladen,2034,black,female,5504
Brunswick,2034,black,female,10222
Buncombe,2034,black,female,7309
Burke,2034,black,female,2647
Cabarrus,2034,black,female,30449
Caldwell,2034,black,female,1890
Camden,2034,black,female,682
Carteret,2034,black,female,1631
Caswell,2034,black,female,3795
Catawba,2034,black,female,7765
Chatham,2034,black,female,5364
Cherokee,2034,black,female,198
Chowan,2034,black,female,1893
Clay,2034,black,female,38
Cleveland,2034,black,female,11134
Columbus,2034,black,female,8006
Craven,2034,black,female,12167
Cumberland,2034,black,female,72705
Currituck,2034,black,female,991
Dare,2034,black,female,488
Davidson,2034,black,female,8498
Davie,2034,black,female,1653
Duplin,2034,black,female,6544
Durham,2034,black,female,85418
Edgecombe,2034,black,female,16204
Forsyth,2034,black,female,67132
Franklin,2034,black,female,9686
Gaston,2034,black,female,25600
Gates,2034,black,female,2101
Graham,2034,black,female,4
Granville,2034,black,female,9402
Greene,2034,black,female,2985
Guilford,2034,black,female,131335
Halifax,2034,black,female,13338
Harnett,2034,black,female,16071
Haywood,2034,black,female,291
Henderson,2034,black,female,2261
Hertford,2034,black,female,7506
Hoke,2034,black,female,11125
Hyde,2034,black,female,361
Iredell,2034,black,female,11106
Jackson,2034,black,female,293
Johnston,2034,black,female,23258
Jones,2034,black,female,1240
Lee,2034,black,female,7408
Lenoir,2034,black,female,11283
Lincoln,2034,black,female,2117
Macon,2034,black,female,396
Madison,2034,black,female,140
Martin,2034,black,female,4915
McDowell,2034,black,female,712
Mecklenburg,2034,black,female,270084
Mitchell,2034,black,female,41
Montgomery,2034,black,female,2675
Moore,2034,black,female,7867
Nash,2034,black,female,22936
New Hanover,2034,black,female,17089
Northampton,2034,black,female,5441
Onslow,2034,black,female,13694
Orange,2034,black,female,8333
Pamlico,2034,black,female,1119
Pasquotank,2034,black,female,8557
Pender,2034,black,female,4657
Perquimans,2034,black,female,1968
Person,2034,black,female,5096
Pitt,2034,black,female,37974
Polk,2034,black,female,327
Randolph,2034,black,female,5403
Richmond,2034,black,female,6852
Robeson,2034,black,female,14605
Rockingham,2034,black,female,8974
Rowan,2034,black,female,12238
Rutherford,2034,black,female,2989
Sampson,2034,black,female,8004
Scotland,2034,black,female,7256
Stanly,2034,black,female,4029
Stokes,2034,black,female,571
Surry,2034,black,female,1379
Swain,2034,black,female,3
Transylvania,2034,black,female,632
Tyrrell,2034,black,female,516
Union,2034,black,female,21199
Vance,2034,black,female,14119
Wake,2034,black,female,181798
Warren,2034,black,female,4367
Washington,2034,black,female,3267
Watauga,2034,black,female,521
Wayne,2034,black,female,21259
Wilkes,2034,black,female,1250
Wilson,2034,black,female,18908
Yadkin,2034,black,female,550
Yancey,2034,black,female,83
Alamance,2034,other,female,3462
Alexander,2034,other,female,514
Alleghany,2034,other,female,64
Anson,2034,other,female,398
Ashe,2034,other,female,299
Avery,2034,other,female,99
Beaufort,2034,other,female,599
Bertie,2034,other,female,255
Bladen,2034,other,female,525
Brunswick,2034,other,female,2359
Buncombe,2034,other,female,5137
Burke,2034,other,female,1479
Cabarrus,2034,other,female,4643
Caldwell,2034,other,female,1252
Camden,2034,other,female,256
Carteret,2034,other,female,1311
Caswell,2034,other,female,384
Catawba,2034,other,female,2851
Chatham,2034,other,female,1237
Cherokee,2034,other,female,922
Chowan,2034,other,female,129
Clay,2034,other,female,141
Cleveland,2034,other,female,1673
Columbus,2034,other,female,913
Craven,2034,other,female,2405
Cumberland,2034,other,female,13241
Currituck,2034,other,female,809
Dare,2034,other,female,720
Davidson,2034,other,female,2326
Davie,2034,other,female,736
Duplin,2034,other,female,637
Durham,2034,other,female,9657
Edgecombe,2034,other,female,533
Forsyth,2034,other,female,7995
Franklin,2034,other,female,1040
Gaston,2034,other,female,4048
Gates,2034,other,female,266
Graham,2034,other,female,113
Granville,2034,other,female,884
Greene,2034,other,female,246
Guilford,2034,other,female,12608
Halifax,2034,other,female,559
Harnett,2034,other,female,5688
Haywood,2034,other,female,675
Henderson,2034,other,female,1818
Hertford,2034,other,female,286
Hoke,2034,other,female,2711
Hyde,2034,other,female,75
Iredell,2034,other,female,2924
Jackson,2034,other,female,689
Johnston,2034,other,female,4045
Jones,2034,other,female,264
Lee,2034,other,female,1675
Lenoir,2034,other,female,657
Lincoln,2034,other,female,992
Macon,2034,other,female,439
Madison,2034,other,female,380
Martin,2034,other,female,197
McDowell,2034,other,female,567
Mecklenburg,2034,other,female,23877
Mitchell,2034,other,female,213
Montgomery,2034,other,female,303
Moore,2034,other,female,1719
Nash,2034,other,female,1445
New Hanover,2034,other,female,5037
Northampton,2034,other,female,180
Onslow,2034,other,female,6690
Orange,2034,other,female,3236
Pamlico,2034,other,female,176
Pasquotank,2034,other,female,809
Pender,2034,other,female,1371
Perquimans,2034,other,female,185
Person,2034,other,female,607
Pitt,2034,other,female,3229
Polk,2034,other,female,325
Randolph,2034,other,female,2221
Richmond,2034,other,female,908
Robeson,2034,other,female,2695
Rockingham,2034,other,female,1907
Rowan,2034,other,female,2021
Rutherford,2034,other,female,1300
Sampson,2034,other,female,1192
Scotland,2034,other,female,730
Stanly,2034,other,female,763
Stokes,2034,other,female,522
Surry,2034,other,female,836
Swain,2034,other,female,729
Transylvania,2034,other,female,670
Tyrrell,2034,other,female,71
Union,2034,other,female,4267
Vance,2034,other,female,445
Wake,2034,other,female,25160
Warren,2034,other,female,279
Washington,2034,other,female,138
Watauga,2034,other,female,883
Wayne,2034,other,female,2698
Wilkes,2034,other,female,921
Wilson,2034,other,female,1168
Yadkin,2034,other,female,374
Yancey,2034,other,female,197
Alamance,2034,white,female,77839
Alexander,2034,white,female,20734
Alleghany,2034,white,female,5899
Anson,2034,white,female,5054
Ashe,2034,white,female,15571
Avery,2034,white,female,7879
Beaufort,2034,white,female,18149
Bertie,2034,white,female,3380
Bladen,2034,white,female,11086
Brunswick,2034,white,female,80309
Buncombe,2034,white,female,142228
Burke,2034,white,female,41485
Cabarrus,2034,white,female,101850
Caldwell,2034,white,female,41699
Camden,2034,white,female,4557
Carteret,2034,white,female,35355
Caswell,2034,white,female,7284
Catawba,2034,white,female,75054
Chatham,2034,white,female,45169
Cherokee,2034,white,female,15463
Chowan,2034,white,female,4740
Clay,2034,white,female,6940
Cleveland,2034,white,female,39164
Columbus,2034,white,female,16961
Craven,2034,white,female,38156
Cumberland,2034,white,female,75796
Currituck,2034,white,female,14679
Dare,2034,white,female,18260
Davidson,2034,white,female,82406
Davie,2034,white,female,23855
Duplin,2034,white,female,22412
Durham,2034,white,female,98084
Edgecombe,2034,white,female,9917
Forsyth,2034,white,female,141562
Franklin,2034,white,female,30886
Gaston,2034,white,female,93072
Gates,2034,white,female,3826
Graham,2034,white,female,3915
Granville,2034,white,female,21642
Greene,2034,white,female,5761
Guilford,2034,white,female,174367
Halifax,2034,white,female,8129
Harnett,2034,white,female,59052
Haywood,2034,white,female,34509
Henderson,2034,white,female,64624
Hertford,2034,white,female,3688
Hoke,2034,white,female,18589
Hyde,2034,white,female,1691
Iredell,2034,white,female,93366
Jackson,2034,white,female,21541
Johnston,2034,white,female,118441
Jones,2034,white,female,3629
Lee,2034,white,female,26188
Lenoir,2034,white,female,13583
Lincoln,2034,white,female,48620
Macon,2034,white,female,20047
Madison,2034,white,female,12481
Martin,2034,white,female,6109
McDowell,2034,white,female,23182
Mecklenburg,2034,white,female,379183
Mitchell,2034,white,female,7409
Montgomery,2034,white,female,12494
Moore,2034,white,female,53996
Nash,2034,white,female,24229
New Hanover,2034,white,female,124177
Northampton,2034,white,female,3282
Onslow,2034,white,female,93293
Orange,2034,white,female,65272
Pamlico,2034,white,female,5005
Pasquotank,2034,white,female,10197
Pender,2034,white,female,34147
Perquimans,2034,white,female,5014
Person,2034,white,female,15442
Pitt,2034,white,female,62827
Polk,2034,white,female,11367
Randolph,2034,white,female,73577
Richmond,2034,white,female,12834
Robeson,2034,white,female,18597
Rockingham,2034,white,female,35731
Rowan,2034,white,female,61851
Rutherford,2034,white,female,33129
Sampson,2034,white,female,23011
Scotland,2034,white,female,6698
Stanly,2034,white,female,29870
Stokes,2034,white,female,22501
Surry,2034,white,female,34631
Swain,2034,white,female,4159
Transylvania,2034,white,female,19633
Tyrrell,2034,white,female,1208
Union,2034,white,female,134578
Vance,2034,white,female,10321
Wake,2034,white,female,470491
Warren,2034,white,female,3290
Washington,2034,white,female,2310
Watauga,2034,white,female,31917
Wayne,2034,white,female,42461
Wilkes,2034,white,female,34811
Wilson,2034,white,female,24808
Yadkin,2034,white,female,18255
Yancey,2034,white,female,10207
Alamance,2034,aian,male,2913
Alexander,2034,aian,male,219
Alleghany,2034,aian,male,104
Anson,2034,aian,male,207
Ashe,2034,aian,male,32
Avery,2034,aian,male,99
Beaufort,2034,aian,male,569
Bertie,2034,aian,male,83
Bladen,2034,aian,male,671
Brunswick,2034,aian,male,1309
Buncombe,2034,aian,male,1038
Burke,2034,aian,male,927
Cabarrus,2034,aian,male,1620
Caldwell,2034,aian,male,516
Camden,2034,aian,male,15
Carteret,2034,aian,male,261
Caswell,2034,aian,male,140
Catawba,2034,aian,male,866
Chatham,2034,aian,male,1222
Cherokee,2034,aian,male,221
Chowan,2034,aian,male,71
Clay,2034,aian,male,39
Cleveland,2034,aian,male,359
Columbus,2034,aian,male,1002
Craven,2034,aian,male,373
Cumberland,2034,aian,male,2719
Currituck,2034,aian,male,186
Dare,2034,aian,male,217
Davidson,2034,aian,male,1728
Davie,2034,aian,male,284
Duplin,2034,aian,male,849
Durham,2034,aian,male,3688
Edgecombe,2034,aian,male,373
Forsyth,2034,aian,male,3532
Franklin,2034,aian,male,670
Gaston,2034,aian,male,1509
Gates,2034,aian,male,43
Graham,2034,aian,male,267
Granville,2034,aian,male,585
Greene,2034,aian,male,593
Guilford,2034,aian,male,3335
Halifax,2034,aian,male,1296
Harnett,2034,aian,male,2880
Haywood,2034,aian,male,240
Henderson,2034,aian,male,754
Hertford,2034,aian,male,103
Hoke,2034,aian,male,3073
Hyde,2034,aian,male,46
Iredell,2034,aian,male,1449
Jackson,2034,aian,male,2399
Johnston,2034,aian,male,2030
Jones,2034,aian,male,98
Lee,2034,aian,male,845
Lenoir,2034,aian,male,389
Lincoln,2034,aian,male,245
Macon,2034,aian,male,362
Madison,2034,aian,male,30
Martin,2034,aian,male,94
McDowell,2034,aian,male,481
Mecklenburg,2034,aian,male,9605
Mitchell,2034,aian,male,189
Montgomery,2034,aian,male,190
Moore,2034,aian,male,703
Nash,2034,aian,male,784
New Hanover,2034,aian,male,1507
Northampton,2034,aian,male,67
Onslow,2034,aian,male,1200
Orange,2034,aian,male,673
Pamlico,2034,aian,male,79
Pasquotank,2034,aian,male,171
Pender,2034,aian,male,536
Perquimans,2034,aian,male,42
Person,2034,aian,male,244
Pitt,2034,aian,male,819
Polk,2034,aian,male,116
Randolph,2034,aian,male,1749
Richmond,2034,aian,male,1551
Robeson,2034,aian,male,24470
Rockingham,2034,aian,male,515
Rowan,2034,aian,male,822
Rutherford,2034,aian,male,155
Sampson,2034,aian,male,2266
Scotland,2034,aian,male,2923
Stanly,2034,aian,male,244
Stokes,2034,aian,male,169
Surry,2034,aian,male,465
Swain,2034,aian,male,1480
Transylvania,2034,aian,male,106
Tyrrell,2034,aian,male,42
Union,2034,aian,male,1766
Vance,2034,aian,male,393
Wake,2034,aian,male,9874
Warren,2034,aian,male,594
Washington,2034,aian,male,74
Watauga,2034,aian,male,126
Wayne,2034,aian,male,972
Wilkes,2034,aian,male,291
Wilson,2034,aian,male,395
Yadkin,2034,aian,male,269
Yancey,2034,aian,male,164
Alamance,2034,asian,male,1754
Alexander,2034,asian,male,209
Alleghany,2034,asian,male,76
Anson,2034,asian,male,272
Ashe,2034,asian,male,118
Avery,2034,asian,male,68
Beaufort,2034,asian,male,145
Bertie,2034,asian,male,144
Bladen,2034,asian,male,65
Brunswick,2034,asian,male,836
Buncombe,2034,asian,male,2764
Burke,2034,asian,male,2388
Cabarrus,2034,asian,male,4811
Caldwell,2034,asian,male,340
Camden,2034,asian,male,187
Carteret,2034,asian,male,562
Caswell,2034,asian,male,32
Catawba,2034,asian,male,3909
Chatham,2034,asian,male,880
Cherokee,2034,asian,male,212
Chowan,2034,asian,male,94
Clay,2034,asian,male,7
Cleveland,2034,asian,male,517
Columbus,2034,asian,male,216
Craven,2034,asian,male,1973
Cumberland,2034,asian,male,5087
Currituck,2034,asian,male,150
Dare,2034,asian,male,182
Davidson,2034,asian,male,1697
Davie,2034,asian,male,184
Duplin,2034,asian,male,532
Durham,2034,asian,male,9876
Edgecombe,2034,asian,male,111
Forsyth,2034,asian,male,7043
Franklin,2034,asian,male,345
Gaston,2034,asian,male,2591
Gates,2034,asian,male,31
Graham,2034,asian,male,36
Granville,2034,asian,male,361
Greene,2034,asian,male,130
Guilford,2034,asian,male,20389
Halifax,2034,asian,male,259
Harnett,2034,asian,male,1081
Haywood,2034,asian,male,180
Henderson,2034,asian,male,1231
Hertford,2034,asian,male,168
Hoke,2034,asian,male,576
Hyde,2034,asian,male,7
Iredell,2034,asian,male,3399
Jackson,2034,asian,male,365
Johnston,2034,asian,male,1691
Jones,2034,asian,male,27
Lee,2034,asian,male,390
Lenoir,2034,asian,male,243
Lincoln,2034,asian,male,392
Macon,2034,asian,male,253
Madison,2034,asian,male,43
Martin,2034,asian,male,78
McDowell,2034,asian,male,209
Mecklenburg,2034,asian,male,45796
Mitchell,2034,asian,male,48
Montgomery,2034,asian,male,228
Moore,2034,asian,male,1425
Nash,2034,asian,male,708
New Hanover,2034,asian,male,2549
Northampton,2034,asian,male,37
Onslow,2034,asian,male,2867
Orange,2034,asian,male,8531
Pamlico,2034,asian,male,32
Pasquotank,2034,asian,male,346
Pender,2034,asian,male,324
