county,year,race,sex,total
Wayne,2033,asian,female,1741
Wilkes,2033,asian,female,376
Wilson,2033,asian,female,686
Yadkin,2033,asian,female,119
Yancey,2033,asian,female,108
Alamance,2033,black,female,20971
Alexander,2033,black,female,836
Alleghany,2033,black,female,73
Anson,2033,black,female,5123
Ashe,2033,black,female,106
Avery,2033,black,female,114
Beaufort,2033,black,female,4862
Bertie,2033,black,female,6107
Bladen,2033,black,female,5543
Brunswick,2033,black,female,10077
Buncombe,2033,black,female,7330
Burke,2033,black,female,2642
Cabarrus,2033,black,female,29745
Caldwell,2033,black,female,1894
Camden,2033,black,female,683
Carteret,2033,black,female,1645
Caswell,2033,black,female,3801
Catawba,2033,black,female,7718
Chatham,2033,black,female,5325
Cherokee,2033,black,female,197
Chowan,2033,black,female,1922
Clay,2033,black,female,38
Cleveland,2033,black,female,11143
Columbus,2033,black,female,8027
Craven,2033,black,female,12172
Cumberland,2033,black,female,72485
Currituck,2033,black,female,980
Dare,2033,black,female,487
Davidson,2033,black,female,8455
Davie,2033,black,female,1638
Duplin,2033,black,female,6595
Durham,2033,black,female,84283
Edgecombe,2033,black,female,16237
Forsyth,2033,black,female,66536
Franklin,2033,black,female,9620
Gaston,2033,black,female,25210
Gates,2033,black,female,2104
Graham,2033,black,female,4
Granville,2033,black,female,9345
Greene,2033,black,female,3005
Guilford,2033,black,female,129291
Halifax,2033,black,female,13427
Harnett,2033,black,female,15927
Haywood,2033,black,female,291
Henderson,2033,black,female,2241
Hertford,2033,black,female,7499
Hoke,2033,black,female,10983
Hyde,2033,black,female,375
Iredell,2033,black,female,11052
Jackson,2033,black,female,294
Johnston,2033,black,female,22824
Jones,2033,black,female,1262
Lee,2033,black,female,7352
Lenoir,2033,black,female,11368
Lincoln,2033,black,female,2122
Macon,2033,black,female,387
Madison,2033,black,female,137
Martin,2033,black,female,4947
McDowell,2033,black,female,712
Mecklenburg,2033,black,female,265422
Mitchell,2033,black,female,40
Montgomery,2033,black,female,2680
Moore,2033,black,female,7813
Nash,2033,black,female,22811
New Hanover,2033,black,female,17057
Northampton,2033,black,female,5502
Onslow,2033,black,female,13683
Orange,2033,black,female,8346
Pamlico,2033,black,female,1120
Pasquotank,2033,black,female,8531
Pender,2033,black,female,4655
Perquimans,2033,black,female,1957
Person,2033,black,female,5119
Pitt,2033,black,female,37721
Polk,2033,black,female,333
Randolph,2033,black,female,5354
Richmond,2033,black,female,6871
Robeson,2033,black,female,14708
Rockingham,2033,black,female,8986
Rowan,2033,black,female,12221
Rutherford,2033,black,female,3009
Sampson,2033,black,female,8060
Scotland,2033,black,female,7256
Stanly,2033,black,female,3997
Stokes,2033,black,female,584
Surry,2033,black,female,1383
Swain,2033,black,female,3
Transylvania,2033,black,female,630
Tyrrell,2033,black,female,521
Union,2033,black,female,20794
Vance,2033,black,female,14070
Wake,2033,black,female,178492
Warren,2033,black,female,4403
Washington,2033,black,female,3279
Watauga,2033,black,female,515
Wayne,2033,black,female,21210
Wilkes,2033,black,female,1253
Wilson,2033,black,female,18813
Yadkin,2033,black,female,553
Yancey,2033,black,female,82
Alamance,2033,other,female,3387
Alexander,2033,other,female,501
Alleghany,2033,other,female,64
Anson,2033,other,female,388
Ashe,2033,other,female,291
Avery,2033,other,female,97
Beaufort,2033,other,female,587
Bertie,2033,other,female,248
Bladen,2033,other,female,516
Brunswick,2033,other,female,2298
Buncombe,2033,other,female,5017
Burke,2033,other,female,1443
Cabarrus,2033,other,female,4514
Caldwell,2033,other,female,1223
Camden,2033,other,female,250
Carteret,2033,other,female,1283
Caswell,2033,other,female,375
Catawba,2033,other,female,2784
Chatham,2033,other,female,1203
Cherokee,2033,other,female,897
Chowan,2033,other,female,127
Clay,2033,other,female,138
Cleveland,2033,other,female,1633
Columbus,2033,other,female,893
Craven,2033,other,female,2370
Cumberland,2033,other,female,13031
Currituck,2033,other,female,780
Dare,2033,other,female,702
Davidson,2033,other,female,2271
Davie,2033,other,female,718
Duplin,2033,other,female,628
Durham,2033,other,female,9391
Edgecombe,2033,other,female,523
Forsyth,2033,other,female,7804
Franklin,2033,other,female,1015
Gaston,2033,other,female,3939
Gates,2033,other,female,260
Graham,2033,other,female,111
Granville,2033,other,female,865
Greene,2033,other,female,241
Guilford,2033,other,female,12273
Halifax,2033,other,female,549
Harnett,2033,other,female,5528
Haywood,2033,other,female,660
Henderson,2033,other,female,1782
Hertford,2033,other,female,281
Hoke,2033,other,female,2639
Hyde,2033,other,female,74
Iredell,2033,other,female,2859
Jackson,2033,other,female,675
Johnston,2033,other,female,3925
Jones,2033,other,female,257
Lee,2033,other,female,1631
Lenoir,2033,other,female,646
Lincoln,2033,other,female,971
Macon,2033,other,female,426
Madison,2033,other,female,368
Martin,2033,other,female,194
McDowell,2033,other,female,554
Mecklenburg,2033,other,female,23310
Mitchell,2033,other,female,208
Montgomery,2033,other,female,297
Moore,2033,other,female,1676
Nash,2033,other,female,1419
New Hanover,2033,other,female,4900
Northampton,2033,other,female,178
Onslow,2033,other,female,6561
Orange,2033,other,female,3169
Pamlico,2033,other,female,172
Pasquotank,2033,other,female,794
Pender,2033,other,female,1332
Perquimans,2033,other,female,181
Person,2033,other,female,594
Pitt,2033,other,female,3166
Polk,2033,other,female,318
Randolph,2033,other,female,2167
Richmond,2033,other,female,890
Robeson,2033,other,female,2663
Rockingham,2033,other,female,1862
Rowan,2033,other,female,1973
Rutherford,2033,other,female,1270
Sampson,2033,other,female,1167
Scotland,2033,other,female,716
Stanly,2033,other,female,745
Stokes,2033,other,female,512
Surry,2033,other,female,819
Swain,2033,other,female,713
Transylvania,2033,other,female,653
Tyrrell,2033,other,female,70
Union,2033,other,female,4147
Vance,2033,other,female,439
Wake,2033,other,female,24527
Warren,2033,other,female,275
Washington,2033,other,female,136
Watauga,2033,other,female,859
Wayne,2033,other,female,2638
Wilkes,2033,other,female,897
Wilson,2033,other,female,1143
Yadkin,2033,other,female,366
Yancey,2033,other,female,191
Alamance,2033,white,female,77201
Alexander,2033,white,female,20560
Alleghany,2033,white,female,5878
Anson,2033,white,female,5085
Ashe,2033,white,female,15445
Avery,2033,white,female,7885
Beaufort,2033,white,female,18117
Bertie,2033,white,female,3384
Bladen,2033,white,female,11079
Brunswick,2033,white,female,78998
Buncombe,2033,white,female,140911
Burke,2033,white,female,41405
Cabarrus,2033,white,female,100523
Caldwell,2033,white,female,41529
Camden,2033,white,female,4558
Carteret,2033,white,female,35156
Caswell,2033,white,female,7291
Catawba,2033,white,female,74668
Chatham,2033,white,female,44354
Cherokee,2033,white,female,15408
Chowan,2033,white,female,4745
Clay,2033,white,female,6878
Cleveland,2033,white,female,39197
Columbus,2033,white,female,17005
Craven,2033,white,female,38130
Cumberland,2033,white,female,76308
Currituck,2033,white,female,14526
Dare,2033,white,female,18244
Davidson,2033,white,female,81884
Davie,2033,white,female,23600
Duplin,2033,white,female,22371
Durham,2033,white,female,97086
Edgecombe,2033,white,female,9973
Forsyth,2033,white,female,140715
Franklin,2033,white,female,30463
Gaston,2033,white,female,92784
Gates,2033,white,female,3831
Graham,2033,white,female,3919
Granville,2033,white,female,21428
Greene,2033,white,female,5767
Guilford,2033,white,female,172940
Halifax,2033,white,female,8260
Harnett,2033,white,female,58366
Haywood,2033,white,female,34302
Henderson,2033,white,female,64192
Hertford,2033,white,female,3702
Hoke,2033,white,female,18312
Hyde,2033,white,female,1690
Iredell,2033,white,female,92253
Jackson,2033,white,female,21356
Johnston,2033,white,female,116250
Jones,2033,white,female,3617
Lee,2033,white,female,25996
Lenoir,2033,white,female,13736
Lincoln,2033,white,female,48113
Macon,2033,white,female,19898
Madison,2033,white,female,12381
Martin,2033,white,female,6143
McDowell,2033,white,female,23084
Mecklenburg,2033,white,female,374994
Mitchell,2033,white,female,7417
Montgomery,2033,white,female,12425
Moore,2033,white,female,53342
Nash,2033,white,female,24392
New Hanover,2033,white,female,122553
Northampton,2033,white,female,3326
Onslow,2033,white,female,92105
Orange,2033,white,female,64802
Pamlico,2033,white,female,5009
Pasquotank,2033,white,female,10247
Pender,2033,white,female,33569
Perquimans,2033,white,female,5010
Person,2033,white,female,15397
Pitt,2033,white,female,62436
Polk,2033,white,female,11315
Randolph,2033,white,female,73145
Richmond,2033,white,female,12905
Robeson,2033,white,female,18738
Rockingham,2033,white,female,35780
Rowan,2033,white,female,61476
Rutherford,2033,white,female,32987
Sampson,2033,white,female,22969
Scotland,2033,white,female,6781
Stanly,2033,white,female,29687
Stokes,2033,white,female,22496
Surry,2033,white,female,34650
Swain,2033,white,female,4180
Transylvania,2033,white,female,19473
Tyrrell,2033,white,female,1208
Union,2033,white,female,132216
Vance,2033,white,female,10360
Wake,2033,white,female,463877
Warren,2033,white,female,3316
Washington,2033,white,female,2343
Watauga,2033,white,female,31591
Wayne,2033,white,female,42272
Wilkes,2033,white,female,34706
Wilson,2033,white,female,24692
Yadkin,2033,white,female,18264
Yancey,2033,white,female,10136
Alamance,2033,aian,male,2839
Alexander,2033,aian,male,214
Alleghany,2033,aian,male,102
Anson,2033,aian,male,204
Ashe,2033,aian,male,32
Avery,2033,aian,male,97
Beaufort,2033,aian,male,557
Bertie,2033,aian,male,82
Bladen,2033,aian,male,662
Brunswick,2033,aian,male,1275
Buncombe,2033,aian,male,1021
Burke,2033,aian,male,904
Cabarrus,2033,aian,male,1574
Caldwell,2033,aian,male,504
Camden,2033,aian,male,15
Carteret,2033,aian,male,257
Caswell,2033,aian,male,137
Catawba,2033,aian,male,846
Chatham,2033,aian,male,1187
Cherokee,2033,aian,male,221
Chowan,2033,aian,male,70
Clay,2033,aian,male,39
Cleveland,2033,aian,male,351
Columbus,2033,aian,male,999
Craven,2033,aian,male,371
Cumberland,2033,aian,male,2718
Currituck,2033,aian,male,180
Dare,2033,aian,male,211
Davidson,2033,aian,male,1681
Davie,2033,aian,male,277
Duplin,2033,aian,male,835
Durham,2033,aian,male,3601
Edgecombe,2033,aian,male,365
Forsyth,2033,aian,male,3446
Franklin,2033,aian,male,654
Gaston,2033,aian,male,1472
Gates,2033,aian,male,43
Graham,2033,aian,male,267
Granville,2033,aian,male,574
Greene,2033,aian,male,582
Guilford,2033,aian,male,3261
Halifax,2033,aian,male,1290
Harnett,2033,aian,male,2806
Haywood,2033,aian,male,237
Henderson,2033,aian,male,739
Hertford,2033,aian,male,104
Hoke,2033,aian,male,3030
Hyde,2033,aian,male,46
Iredell,2033,aian,male,1406
Jackson,2033,aian,male,2379
Johnston,2033,aian,male,1976
Jones,2033,aian,male,95
Lee,2033,aian,male,826
Lenoir,2033,aian,male,383
Lincoln,2033,aian,male,241
Macon,2033,aian,male,351
Madison,2033,aian,male,30
Martin,2033,aian,male,92
McDowell,2033,aian,male,466
Mecklenburg,2033,aian,male,9356
Mitchell,2033,aian,male,184
Montgomery,2033,aian,male,187
Moore,2033,aian,male,688
Nash,2033,aian,male,772
New Hanover,2033,aian,male,1470
Northampton,2033,aian,male,67
Onslow,2033,aian,male,1183
Orange,2033,aian,male,661
Pamlico,2033,aian,male,78
Pasquotank,2033,aian,male,169
Pender,2033,aian,male,524
Perquimans,2033,aian,male,41
Person,2033,aian,male,241
Pitt,2033,aian,male,805
Polk,2033,aian,male,114
Randolph,2033,aian,male,1709
Richmond,2033,aian,male,1519
Robeson,2033,aian,male,24534
Rockingham,2033,aian,male,504
Rowan,2033,aian,male,804
Rutherford,2033,aian,male,153
Sampson,2033,aian,male,2220
Scotland,2033,aian,male,2885
Stanly,2033,aian,male,238
Stokes,2033,aian,male,166
Surry,2033,aian,male,454
Swain,2033,aian,male,1491
Transylvania,2033,aian,male,104
Tyrrell,2033,aian,male,41
Union,2033,aian,male,1717
Vance,2033,aian,male,384
Wake,2033,aian,male,9639
Warren,2033,aian,male,592
Washington,2033,aian,male,72
Watauga,2033,aian,male,124
Wayne,2033,aian,male,950
Wilkes,2033,aian,male,284
Wilson,2033,aian,male,387
Yadkin,2033,aian,male,264
Yancey,2033,aian,male,159
Alamance,2033,asian,male,1724
Alexander,2033,asian,male,208
Alleghany,2033,asian,male,74
Anson,2033,asian,male,267
Ashe,2033,asian,male,115
Avery,2033,asian,male,67
Beaufort,2033,asian,male,143
Bertie,2033,asian,male,140
Bladen,2033,asian,male,64
Brunswick,2033,asian,male,814
Buncombe,2033,asian,male,2705
Burke,2033,asian,male,2370
Cabarrus,2033,asian,male,4681
Caldwell,2033,asian,male,336
Camden,2033,asian,male,183
Carteret,2033,asian,male,550
Caswell,2033,asian,male,32
Catawba,2033,asian,male,3857
Chatham,2033,asian,male,856
Cherokee,2033,asian,male,206
Chowan,2033,asian,male,92
Clay,2033,asian,male,7
Cleveland,2033,asian,male,512
Columbus,2033,asian,male,212
Craven,2033,asian,male,1944
Cumberland,2033,asian,male,5033
Currituck,2033,asian,male,146
Dare,2033,asian,male,179
Davidson,2033,asian,male,1666
Davie,2033,asian,male,181
Duplin,2033,asian,male,524
Durham,2033,asian,male,9740
Edgecombe,2033,asian,male,110
Forsyth,2033,asian,male,6897
Franklin,2033,asian,male,337
Gaston,2033,asian,male,2537
Gates,2033,asian,male,30
Graham,2033,asian,male,35
Granville,2033,asian,male,354
Greene,2033,asian,male,128
Guilford,2033,asian,male,19914
Halifax,2033,asian,male,257
Harnett,2033,asian,male,1058
Haywood,2033,asian,male,176
Henderson,2033,asian,male,1206
Hertford,2033,asian,male,165
Hoke,2033,asian,male,563
Hyde,2033,asian,male,7
Iredell,2033,asian,male,3321
Jackson,2033,asian,male,357
Johnston,2033,asian,male,1643
Jones,2033,asian,male,26
Lee,2033,asian,male,384
Lenoir,2033,asian,male,242
Lincoln,2033,asian,male,384
Macon,2033,asian,male,246
Madison,2033,asian,male,42
Martin,2033,asian,male,77
McDowell,2033,asian,male,209
Mecklenburg,2033,asian,male,44785
Mitchell,2033,asian,male,47
Montgomery,2033,asian,male,228
Moore,2033,asian,male,1376
Nash,2033,asian,male,699
New Hanover,2033,asian,male,2495
Northampton,2033,asian,male,37
Onslow,2033,asian,male,2821
Orange,2033,asian,male,8358
Pamlico,2033,asian,male,31
Pasquotank,2033,asian,male,342
Pender,2033,asian,male,316
Perquimans,2033,asian,male,32
Person,2033,asian,male,129
Pitt,2033,asian,male,2462
Polk,2033,asian,male,122
Randolph,2033,asian,male,1353
Richmond,2033,asian,male,357
Robeson,2033,asian,male,1216
Rockingham,2033,asian,male,423
Rowan,2033,asian,male,831
Rutherford,2033,asian,male,196
Sampson,2033,asian,male,221
Scotland,2033,asian,male,266
Stanly,2033,asian,male,971
Stokes,2033,asian,male,67
Surry,2033,asian,male,187
Swain,2033,asian,male,52
Transylvania,2033,asian,male,122
Tyrrell,2033,asian,male,81
Union,2033,asian,male,5481
Vance,2033,asian,male,101
Wake,2033,asian,male,53039
Warren,2033,asian,male,46
Washington,2033,asian,male,6
Watauga,2033,asian,male,456
Wayne,2033,asian,male,1180
Wilkes,2033,asian,male,260
Wilson,2033,asian,male,801
Yadkin,2033,asian,male,102
Yancey,2033,asian,male,116
Alamance,2033,black,male,17740
Alexander,2033,black,male,1216
Alleghany,2033,black,male,79
Anson,2033,black,male,6876
Ashe,2033,black,male,143
Avery,2033,black,male,665
Beaufort,2033,black,male,4301
Bertie,2033,black,male,5713
Bladen,2033,black,male,4955
Brunswick,2033,black,male,10302
Buncombe,2033,black,male,7344
Burke,2033,black,male,3578
Cabarrus,2033,black,male,26093
Caldwell,2033,black,male,1958
Camden,2033,black,male,772
Carteret,2033,black,male,1971
Caswell,2033,black,male,3517
Catawba,2033,black,male,6859
Chatham,2033,black,male,4475
Cherokee,2033,black,male,225
Chowan,2033,black,male,2075
Clay,2033,black,male,37
Cleveland,2033,black,male,9630
Columbus,2033,black,male,11771
Craven,2033,black,male,11121
Cumberland,2033,black,male,57499
Currituck,2033,black,male,919
Dare,2033,black,male,520
Davidson,2033,black,male,8054
Davie,2033,black,male,1148
Duplin,2033,black,male,6109
Durham,2033,black,male,68180
Edgecombe,2033,black,male,12839
Forsyth,2033,black,male,58232
Franklin,2033,black,male,9755
Gaston,2033,black,male,20104
Gates,2033,black,male,1808
Graham,2033,black,male,10
Granville,2033,black,male,12456
Greene,2033,black,male,3312
Guilford,2033,black,male,107402
Halifax,2033,black,male,11342
Harnett,2033,black,male,17435
Haywood,2033,black,male,357
Henderson,2033,black,male,1959
Hertford,2033,black,male,6235
Hoke,2033,black,male,9553
Hyde,2033,black,male,836
Iredell,2033,black,male,11951
Jackson,2033,black,male,426
Johnston,2033,black,male,20977
Jones,2033,black,male,933
Lee,2033,black,male,6618
Lenoir,2033,black,male,10105
Lincoln,2033,black,male,2370
Macon,2033,black,male,449
Madison,2033,black,male,309
Martin,2033,black,male,4218
McDowell,2033,black,male,1154
Mecklenburg,2033,black,male,236350
Mitchell,2033,black,male,43
Montgomery,2033,black,male,1664
Moore,2033,black,male,6870
Nash,2033,black,male,20285
New Hanover,2033,black,male,18440
Northampton,2033,black,male,4859
Onslow,2033,black,male,13338
Orange,2033,black,male,6841
Pamlico,2033,black,male,972
Pasquotank,2033,black,male,8227
Pender,2033,black,male,4426
Perquimans,2033,black,male,1650
Person,2033,black,male,4663
Pitt,2033,black,male,31346
Polk,2033,black,male,430
Randolph,2033,black,male,4847
Richmond,2033,black,male,6670
Robeson,2033,black,male,14268
Rockingham,2033,black,male,7984
Rowan,2033,black,male,11809
Rutherford,2033,black,male,2741
Sampson,2033,black,male,6478
Scotland,2033,black,male,6378
Stanly,2033,black,male,3820
Stokes,2033,black,male,745
Surry,2033,black,male,1600
Swain,2033,black,male,2
Transylvania,2033,black,male,739
Tyrrell,2033,black,male,942
Union,2033,black,male,16586
Vance,2033,black,male,11396
Wake,2033,black,male,148028
Warren,2033,black,male,4667
Washington,2033,black,male,2644
Watauga,2033,black,male,994
Wayne,2033,black,male,18045
Wilkes,2033,black,male,1972
Wilson,2033,black,male,18268
Yadkin,2033,black,male,514
Yancey,2033,black,male,106
Alamance,2033,other,male,3147
Alexander,2033,other,male,417
Alleghany,2033,other,male,105
Anson,2033,other,male,347
Ashe,2033,other,male,322
Avery,2033,other,male,88
Beaufort,2033,other,male,664
Bertie,2033,other,male,191
Bladen,2033,other,male,435
Brunswick,2033,other,male,2069
Buncombe,2033,other,male,4782
Burke,2033,other,male,1606
Cabarrus,2033,other,male,3949
Caldwell,2033,other,male,1253
Camden,2033,other,male,263
Carteret,2033,other,male,1462
Caswell,2033,other,male,387
Catawba,2033,other,male,2690
Chatham,2033,other,male,1149
Cherokee,2033,other,male,944
Chowan,2033,other,male,170
Clay,2033,other,male,172
Cleveland,2033,other,male,1555
Columbus,2033,other,male,767
Craven,2033,other,male,2002
Cumberland,2033,other,male,12911
Currituck,2033,other,male,541
Dare,2033,other,male,712
Davidson,2033,other,male,2284
Davie,2033,other,male,581
Duplin,2033,other,male,655
Durham,2033,other,male,6161
Edgecombe,2033,other,male,549
Forsyth,2033,other,male,7173
Franklin,2033,other,male,1075
Gaston,2033,other,male,3693
Gates,2033,other,male,235
Graham,2033,other,male,166
Granville,2033,other,male,883
Greene,2033,other,male,216
Guilford,2033,other,male,10029
Halifax,2033,other,male,486
Harnett,2033,other,male,4750
Haywood,2033,other,male,566
Henderson,2033,other,male,1454
Hertford,2033,other,male,193
Hoke,2033,other,male,2214
Hyde,2033,other,male,50
Iredell,2033,other,male,2956
Jackson,2033,other,male,777
Johnston,2033,other,male,3907
Jones,2033,other,male,261
Lee,2033,other,male,1321
Lenoir,2033,other,male,627
Lincoln,2033,other,male,1100
Macon,2033,other,male,369
Madison,2033,other,male,327
Martin,2033,other,male,135
McDowell,2033,other,male,511
Mecklenburg,2033,other,male,24351
Mitchell,2033,other,male,119
Montgomery,2033,other,male,276
Moore,2033,other,male,1773
Nash,2033,other,male,1400
New Hanover,2033,other,male,4441
Northampton,2033,other,male,139
Onslow,2033,other,male,6710
Orange,2033,other,male,3009
Pamlico,2033,other,male,147
Pasquotank,2033,other,male,717
Pender,2033,other,male,1277
Perquimans,2033,other,male,133
Person,2033,other,male,488
Pitt,2033,other,male,2861
Polk,2033,other,male,264
Randolph,2033,other,male,1978
Richmond,2033,other,male,844
Robeson,2033,other,male,2834
Rockingham,2033,other,male,1530
Rowan,2033,other,male,2096
Rutherford,2033,other,male,1259
Sampson,2033,other,male,1092
Scotland,2033,other,male,732
Stanly,2033,other,male,735
Stokes,2033,other,male,546
Surry,2033,other,male,937
Swain,2033,other,male,504
Transylvania,2033,other,male,398
Tyrrell,2033,other,male,48
Union,2033,other,male,4084
Vance,2033,other,male,654
Wake,2033,other,male,24643
Warren,2033,other,male,286
Washington,2033,other,male,207
Watauga,2033,other,male,842
Wayne,2033,other,male,2674
Wilkes,2033,other,male,1018
Wilson,2033,other,male,1054
Yadkin,2033,other,male,341
Yancey,2033,other,male,182
Alamance,2033,white,male,65901
Alexander,2033,white,male,17414
Alleghany,2033,white,male,5597
Anson,2033,white,male,6596
Ashe,2033,white,male,15112
Avery,2033,white,male,8894
Beaufort,2033,white,male,17648
Bertie,2033,white,male,3562
Bladen,2033,white,male,9989
Brunswick,2033,white,male,82201
Buncombe,2033,white,male,131998
Burke,2033,white,male,39153
Cabarrus,2033,white,male,94584
Caldwell,2033,white,male,39211
Camden,2033,white,male,4358
Carteret,2033,white,male,34700
Caswell,2033,white,male,7970
Catawba,2033,white,male,69369
Chatham,2033,white,male,39438
Cherokee,2033,white,male,14796
Chowan,2033,white,male,4165
Clay,2033,white,male,6843
Cleveland,2033,white,male,37267
Columbus,2033,white,male,15244
Craven,2033,white,male,34324
Cumberland,2033,white,male,85256
Currituck,2033,white,male,14967
Dare,2033,white,male,17875
Davidson,2033,white,male,79568
Davie,2033,white,male,22521
Duplin,2033,white,male,20950
Durham,2033,white,male,84955
Edgecombe,2033,white,male,9654
Forsyth,2033,white,male,126126
Franklin,2033,white,male,30586
Gaston,2033,white,male,90511
Gates,2033,white,male,3864
Graham,2033,white,male,3855
Granville,2033,white,male,25122
Greene,2033,white,male,7066
Guilford,2033,white,male,159445
Halifax,2033,white,male,8959
Harnett,2033,white,male,55022
Haywood,2033,white,male,32943
Henderson,2033,white,male,59494
Hertford,2033,white,male,5576
Hoke,2033,white,male,18137
Hyde,2033,white,male,1761
Iredell,2033,white,male,88295
Jackson,2033,white,male,22445
Johnston,2033,white,male,111096
Jones,2033,white,male,3656
Lee,2033,white,male,24438
Lenoir,2033,white,male,12832
Lincoln,2033,white,male,47101
Macon,2033,white,male,19405
Madison,2033,white,male,12183
Martin,2033,white,male,5630
McDowell,2033,white,male,22998
Mecklenburg,2033,white,male,381882
Mitchell,2033,white,male,7086
Montgomery,2033,white,male,10171
Moore,2033,white,male,48615
Nash,2033,white,male,24053
New Hanover,2033,white,male,111581
Northampton,2033,white,male,3559
Onslow,2033,white,male,95804
Orange,2033,white,male,61538
Pamlico,2033,white,male,5900
Pasquotank,2033,white,male,9981
Pender,2033,white,male,32489
Perquimans,2033,white,male,4935
Person,2033,white,male,15129
Pitt,2033,white,male,53355
Polk,2033,white,male,10592
Randolph,2033,white,male,63643
Richmond,2033,white,male,12207
Robeson,2033,white,male,17231
Rockingham,2033,white,male,33872
Rowan,2033,white,male,58973
Rutherford,2033,white,male,31235
Sampson,2033,white,male,21207
Scotland,2033,white,male,6778
Stanly,2033,white,male,29571
Stokes,2033,white,male,20676
Surry,2033,white,male,32500
Swain,2033,white,male,4512
Transylvania,2033,white,male,17323
Tyrrell,2033,white,male,1245
Union,2033,white,male,127510
Vance,2033,white,male,9118
Wake,2033,white,male,425323
Warren,2033,white,male,4379
Washington,2033,white,male,2112
Watauga,2033,white,male,33487
Wayne,2033,white,male,45105
Wilkes,2033,white,male,33205
Wilson,2033,white,male,23407
Yadkin,2033,white,male,17651
Yancey,2033,white,male,9821
Alamance,2034,aian,female,2932
Alexander,2034,aian,female,148
Alleghany,2034,aian,female,32
Anson,2034,aian,female,108
Ashe,2034,aian,female,55
Avery,2034,aian,female,60
Beaufort,2034,aian,female,481
Bertie,2034,aian,female,12
Bladen,2034,aian,female,444
Brunswick,2034,aian,female,783
Buncombe,2034,aian,female,1433
Burke,2034,aian,female,881
Cabarrus,2034,aian,female,1296
Caldwell,2034,aian,female,569
Camden,2034,aian,female,34
Carteret,2034,aian,female,242
Caswell,2034,aian,female,107
Catawba,2034,aian,female,974
Chatham,2034,aian,female,1148
Cherokee,2034,aian,female,228
Chowan,2034,aian,female,15
Clay,2034,aian,female,3
Cleveland,2034,aian,female,399
Columbus,2034,aian,female,1129
Craven,2034,aian,female,349
Cumberland,2034,aian,female,3286
Currituck,2034,aian,female,64
Dare,2034,aian,female,292
Davidson,2034,aian,female,1197
Davie,2034,aian,female,294
Duplin,2034,aian,female,835
Durham,2034,aian,female,3361
Edgecombe,2034,aian,female,279
Forsyth,2034,aian,female,3533
Franklin,2034,aian,female,581
Gaston,2034,aian,female,1321
Gates,2034,aian,female,81
Graham,2034,aian,female,283
Granville,2034,aian,female,388
Greene,2034,aian,female,576
Guilford,2034,aian,female,3441
Halifax,2034,aian,female,1261
Harnett,2034,aian,female,2439
Haywood,2034,aian,female,244
Henderson,2034,aian,female,651
Hertford,2034,aian,female,137
Hoke,2034,aian,female,3787
Hyde,2034,aian,female,20
Iredell,2034,aian,female,1122
Jackson,2034,aian,female,2429
Johnston,2034,aian,female,1986
Jones,2034,aian,female,58
Lee,2034,aian,female,838
Lenoir,2034,aian,female,361
Lincoln,2034,aian,female,291
Macon,2034,aian,female,232
Madison,2034,aian,female,54
Martin,2034,aian,female,62
McDowell,2034,aian,female,357
Mecklenburg,2034,aian,female,7781
Mitchell,2034,aian,female,83
Montgomery,2034,aian,female,199
Moore,2034,aian,female,842
Nash,2034,aian,female,851
New Hanover,2034,aian,female,1322
Northampton,2034,aian,female,103
Onslow,2034,aian,female,870
Orange,2034,aian,female,1067
Pamlico,2034,aian,female,33
Pasquotank,2034,aian,female,107
Pender,2034,aian,female,586
Perquimans,2034,aian,female,46
Person,2034,aian,female,209
Pitt,2034,aian,female,715
Polk,2034,aian,female,102
Randolph,2034,aian,female,1627
Richmond,2034,aian,female,1190
Robeson,2034,aian,female,26416
Rockingham,2034,aian,female,334
Rowan,2034,aian,female,573
Rutherford,2034,aian,female,170
Sampson,2034,aian,female,1682
Scotland,2034,aian,female,3274
Stanly,2034,aian,female,161
Stokes,2034,aian,female,129
Surry,2034,aian,female,421
Swain,2034,aian,female,1764
Transylvania,2034,aian,female,81
Tyrrell,2034,aian,female,36
Union,2034,aian,female,1293
Vance,2034,aian,female,373
Wake,2034,aian,female,9447
Warren,2034,aian,female,617
Washington,2034,aian,female,97
Watauga,2034,aian,female,70
Wayne,2034,aian,female,968
Wilkes,2034,aian,female,280
Wilson,2034,aian,female,424
Yadkin,2034,aian,female,231
Yancey,2034,aian,female,97
Alamance,2034,asian,female,2209
Alexander,2034,asian,female,190
Alleghany,2034,asian,female,80
Anson,2034,asian,female,301
Ashe,2034,asian,female,117
Avery,2034,asian,female,66
Beaufort,2034,asian,female,254
Bertie,2034,asian,female,165
Bladen,2034,asian,female,62
Brunswick,2034,asian,female,1201
Buncombe,2034,asian,female,3502
Burke,2034,asian,female,2327
Cabarrus,2034,asian,female,5450
Caldwell,2034,asian,female,417
Camden,2034,asian,female,220
Carteret,2034,asian,female,762
Caswell,2034,asian,female,55
Catawba,2034,asian,female,3960
Chatham,2034,asian,female,1003
Cherokee,2034,asian,female,176
Chowan,2034,asian,female,70
Clay,2034,asian,female,49
Cleveland,2034,asian,female,597
Columbus,2034,asian,female,182
Craven,2034,asian,female,2164
Cumberland,2034,asian,female,6639
Currituck,2034,asian,female,411
Dare,2034,asian,female,436
Davidson,2034,asian,female,2230
Davie,2034,asian,female,365
Duplin,2034,asian,female,490
Durham,2034,asian,female,13445
